Position,Relative_Likelihood
1,0.0
2,445.332858862838
3,445.332858862838
4,445.332858862838
5,445.332858862838
6,445.332858862838
7,445.332858862838
8,445.332858862838
9,445.332858862838
10,445.332858862838
11,445.332858862838
12,445.332858862838
13,445.332858862838
14,445.332858862838
15,445.332858862838
16,445.332858862838
17,445.332858862838
18,445.332858862838
19,445.332858862838
20,445.332858862838
21,445.332858862838
22,445.332858862838
23,445.332858862838
24,445.332858862838
25,445.332858862838
26,445.332858862838
27,445.332858862838
28,445.332858862838
29,445.332858862838
30,445.332858862838
31,445.332858862838
32,445.332858862838
33,445.332858862838
34,445.332858862838
35,445.332858862838
36,445.332858862838
37,445.332858862838
38,445.332858862838
39,445.332858862838
40,445.332858862838
41,1.9422808474802554E11
42,1.9422808474802554E11
43,1.9422808474802554E11
44,1.9422808474802554E11
45,1.9422808474802554E11
46,1.9422808474802554E11
47,1.9422808474802554E11
48,1.9422808474802554E11
49,1.9422808474802554E11
50,1.9422808474802554E11
51,1.9422808474802554E11
52,1.9422808474802554E11
53,1.9422808474802554E11
54,1.9422808474802554E11
55,1.9422808474802554E11
56,1.9422808474802554E11
57,1.9422808474802554E11
58,1.9422808474802554E11
59,1.9422808474802554E11
60,1.9422808474802554E11
61,1.9422808474802554E11
62,1.9422808474802554E11
63,1.9422808474802554E11
64,1.9422808474802554E11
65,1.9422808474802554E11
66,1.9422808474802554E11
67,1.9422808474802554E11
68,1.9422808474802554E11
69,1.9422808474802554E11
70,1.9422808474802554E11
71,1.9422808474802554E11
72,1.9422808474802554E11
73,1.9422808474802554E11
74,1.9422808474802554E11
75,1.9422808474802554E11
76,1.9422808474802554E11
77,1.9422808474802554E11
78,1.9422808474802554E11
79,1.9422808474802554E11
80,1.9422808474802554E11
81,1.9422808474802554E11
82,1.9422808474802554E11
83,1.9422808474802554E11
84,1.9422808474802554E11
85,1.9422808474802554E11
86,1.9422808474802554E11
87,1.9422808474802554E11
88,1.9422808474802554E11
89,1.9422808474802554E11
90,1.0278239361947964E12
91,1.1499014121999664E30
92,1.1499014121999664E30
93,1.1499014121999664E30
94,1.1499014121999664E30
95,1.1499014121999664E30
96,1.1499014121999664E30
97,1.1499014121999664E30
98,1.1499014121999664E30
99,1.1499014121999664E30
100,1.1499014121999664E30
101,1.1499014121999664E30
102,1.1499014121999664E30
103,1.1499014121999664E30
104,1.1499014121999664E30
105,1.1499014121999664E30
106,1.1499014121999664E30
107,1.1499014121999664E30
108,1.1499014121999664E30
109,1.1499014121999664E30
110,1.1499014121999664E30
111,1.1499014121999664E30
112,1.1499014121999664E30
113,1.1499014121999664E30
114,1.1499014121999664E30
115,1.1499014121999664E30
116,1.1499014121999664E30
117,1.1499014121999664E30
118,1.1499014121999664E30
119,1.1499014121999664E30
120,1.1499014121999664E30
121,1.1499014121999664E30
122,1.1499014121999664E30
123,1.1499014121999664E30
124,1.1499014121999664E30
125,1.1499014121999664E30
126,1.1499014121999664E30
127,1.1499014121999664E30
128,1.1499014121999664E30
129,1.1499014121999664E30
130,1.1499014121999664E30
131,1.1499014121999664E30
132,1.1499014121999664E30
133,1.1499014121999664E30
134,1.1499014121999664E30
135,1.1499014121999664E30
136,1.1499014121999664E30
137,1.1499014121999664E30
138,1.1499014121999664E30
139,1.1499014121999664E30
140,1.1499014121999664E30
141,1.1499014121999664E30
142,1.1499014121999664E30
143,1.1499014121999664E30
144,1.1499014121999664E30
145,1.1499014121999664E30
146,1.1499014121999664E30
147,1.1499014121999664E30
148,1.1499014121999664E30
149,1.1499014121999664E30
150,1.1499014121999664E30
151,1.1499014121999664E30
152,1.1499014121999664E30
153,1.1499014121999664E30
154,1.1499014121999664E30
155,1.1499014121999664E30
156,1.1499014121999664E30
157,1.1499014121999664E30
158,1.1499014121999664E30
159,1.1499014121999664E30
160,1.1499014121999664E30
161,1.1499014121999664E30
162,1.1499014121999664E30
163,1.1499014121999664E30
164,1.1499014121999664E30
165,1.1499014121999664E30
166,1.1499014121999664E30
167,1.1499014121999664E30
168,1.1499014121999664E30
169,1.1499014121999664E30
170,1.1499014121999664E30
171,1.1499014121999664E30
172,1.1499014121999664E30
173,1.1499014121999664E30
174,1.1499014121999664E30
175,1.1499014121999664E30
176,1.1499014121999664E30
177,1.1499014121999664E30
178,1.1499014121999664E30
179,1.1499014121999664E30
180,1.1499014121999664E30
181,1.1499014121999664E30
182,1.1499014121999664E30
183,1.1499014121999664E30
184,1.1499014121999664E30
185,1.1499014121999664E30
186,1.1499014121999664E30
187,1.1499014121999664E30
188,1.1499014121999664E30
189,1.1499014121999664E30
190,1.1499014121999664E30
191,1.1499014121999664E30
192,1.1499014121999664E30
193,1.1499014121999664E30
194,1.1499014121999664E30
195,1.1499014121999664E30
196,1.1499014121999664E30
197,1.1499014121999664E30
198,1.1499014121999664E30
199,1.1499014121999664E30
200,1.1499014121999664E30
201,1.1499014121999664E30
202,1.1499014121999664E30
203,1.1499014121999664E30
204,1.1499014121999664E30
205,1.1499014121999664E30
206,1.1499014121999664E30
207,1.1499014121999664E30
208,1.1499014121999664E30
209,1.1499014121999664E30
210,1.1499014121999664E30
211,1.1499014121999664E30
212,1.1499014121999664E30
213,1.1499014121999664E30
214,1.1499014121999664E30
215,1.1499014121999664E30
216,1.1499014121999664E30
217,1.1499014121999664E30
218,1.1499014121999664E30
219,1.1499014121999664E30
220,1.1499014121999664E30
221,1.1499014121999664E30
222,1.1499014121999664E30
223,1.1499014121999664E30
224,1.1499014121999664E30
225,1.1499014121999664E30
226,1.1499014121999664E30
227,1.1499014121999664E30
228,1.1499014121999664E30
229,1.1499014121999664E30
230,1.1499014121999664E30
231,1.1499014121999664E30
232,1.1499014121999664E30
233,1.1499014121999664E30
234,1.1499014121999664E30
235,1.1499014121999664E30
236,1.1499014121999664E30
237,1.1499014121999664E30
238,1.1499014121999664E30
239,1.1499014121999664E30
240,1.1499014121999664E30
241,1.1499014121999664E30
242,1.1499014121999664E30
243,1.1499014121999664E30
244,1.1499014121999664E30
245,1.1499014121999664E30
246,1.1499014121999664E30
247,1.1499014121999664E30
248,1.1499014121999664E30
249,1.1499014121999664E30
250,1.1499014121999664E30
251,1.1499014121999664E30
252,1.1499014121999664E30
253,1.1499014121999664E30
254,1.1499014121999664E30
255,1.1499014121999664E30
256,1.1499014121999664E30
257,1.1499014121999664E30
258,1.1499014121999664E30
259,1.1499014121999664E30
260,1.1499014121999664E30
261,1.1499014121999664E30
262,1.1499014121999664E30
263,1.1499014121999664E30
264,1.1499014121999664E30
265,1.1499014121999664E30
266,1.1499014121999664E30
267,1.1499014121999664E30
268,1.1499014121999664E30
269,1.1499014121999664E30
270,1.1499014121999664E30
271,1.1499014121999664E30
272,1.1499014121999664E30
273,1.1499014121999664E30
274,1.1499014121999664E30
275,1.1499014121999664E30
276,1.1499014121999664E30
277,1.1499014121999664E30
278,1.1499014121999664E30
279,1.1499014121999664E30
280,1.1499014121999664E30
